FUZZ,url,redirectlocation,position,status_code,content_length,content_words,content_lines,content_type,duration,resultfile,Ffufhash
api/log/add,https://querybuscas.com/api/api/log/add,,100,404,1460,18,12,text/html; charset=utf-8,833.559048ms,,ecbfd64
api/message,https://querybuscas.com/api/api/message,,103,404,1460,18,12,text/html; charset=utf-8,1.211307823s,,ecbfd67
api/message/admin,https://querybuscas.com/api/api/message/admin,,104,404,1466,18,12,text/html; charset=utf-8,686.324503ms,,ecbfd68
api/message/login,https://querybuscas.com/api/api/message/login,,106,404,1466,18,12,text/html; charset=utf-8,609.730801ms,,ecbfd6a
api/message/current,https://querybuscas.com/api/api/message/current,,105,404,1468,18,12,text/html; charset=utf-8,831.7743ms,,ecbfd69
api/message/me,https://querybuscas.com/api/api/message/me,,107,404,1463,18,12,text/html; charset=utf-8,493.726401ms,,ecbfd6b
api/messages,https://querybuscas.com/api/api/messages,,108,404,1461,18,12,text/html; charset=utf-8,652.150313ms,,ecbfd6c
api/messages/current,https://querybuscas.com/api/api/messages/current,,110,404,1469,18,12,text/html; charset=utf-8,717.324821ms,,ecbfd6e
api/messages/admin,https://querybuscas.com/api/api/messages/admin,,109,404,1467,18,12,text/html; charset=utf-8,810.041653ms,,ecbfd6d
api/messages/login,https://querybuscas.com/api/api/messages/login,,111,404,1467,18,12,text/html; charset=utf-8,1.253142773s,,ecbfd6f
api/messages/me,https://querybuscas.com/api/api/messages/me,,112,404,1464,18,12,text/html; charset=utf-8,720.172765ms,,ecbfd70
api/models,https://querybuscas.com/api/api/models,,113,404,1459,18,12,text/html; charset=utf-8,562.889356ms,,ecbfd71
api/modules,https://querybuscas.com/api/api/modules,,114,404,1460,18,12,text/html; charset=utf-8,914.901811ms,,ecbfd72
api/navigation,https://querybuscas.com/api/api/navigation,,115,404,1463,18,12,text/html; charset=utf-8,692.967413ms,,ecbfd73
api/news.json,https://querybuscas.com/api/api/news.json,,116,404,1462,18,12,text/html; charset=utf-8,667.816878ms,,ecbfd74
api/notifications,https://querybuscas.com/api/api/notifications,,117,404,1466,18,12,text/html; charset=utf-8,694.093413ms,,ecbfd75
api/oembed.json,https://querybuscas.com/api/api/oembed.json,,118,404,1464,18,12,text/html; charset=utf-8,537.914377ms,,ecbfd76
api/pages,https://querybuscas.com/api/api/pages,,119,404,1458,18,12,text/html; charset=utf-8,681.816001ms,,ecbfd77
api/ping,https://querybuscas.com/api/api/ping,,121,404,1457,18,12,text/html; charset=utf-8,759.117215ms,,ecbfd79
api/plugin/details,https://querybuscas.com/api/api/plugin/details,,122,404,1467,18,12,text/html; charset=utf-8,547.694249ms,,ecbfd7a
api/permission,https://querybuscas.com/api/api/permission,,120,404,1463,18,12,text/html; charset=utf-8,863.20487ms,,ecbfd78
api/profile,https://querybuscas.com/api/api/profile,,123,404,1460,18,12,text/html; charset=utf-8,533.232684ms,,ecbfd7b
api/project/info,https://querybuscas.com/api/api/project/info,,124,404,1465,18,12,text/html; charset=utf-8,520.921372ms,,ecbfd7c
api/properties,https://querybuscas.com/api/api/properties,,125,404,1463,18,12,text/html; charset=utf-8,635.238545ms,,ecbfd7d
api/proxy,https://querybuscas.com/api/api/proxy,,126,404,1458,18,12,text/html; charset=utf-8,664.537586ms,,ecbfd7e
api/rest,https://querybuscas.com/api/api/rest,,127,404,1457,18,12,text/html; charset=utf-8,686.724111ms,,ecbfd7f
api/saves,https://querybuscas.com/api/api/saves,,128,404,1458,18,12,text/html; charset=utf-8,620.36146ms,,ecbfd80
api/server_status,https://querybuscas.com/api/api/server_status,,130,404,1466,18,12,text/html; charset=utf-8,733.216186ms,,ecbfd82
api/search/suggestions,https://querybuscas.com/api/api/search/suggestions,,129,404,1471,18,12,text/html; charset=utf-8,763.251137ms,,ecbfd81
api/servers,https://querybuscas.com/api/api/servers,,131,404,1460,18,12,text/html; charset=utf-8,521.311838ms,,ecbfd83
api/sessions,https://querybuscas.com/api/api/sessions,,132,404,1461,18,12,text/html; charset=utf-8,949.721576ms,,ecbfd84
api/snapshots,https://querybuscas.com/api/api/snapshots,,134,404,1462,18,12,text/html; charset=utf-8,705.420465ms,,ecbfd86
api/settings,https://querybuscas.com/api/api/settings,,133,404,1461,18,12,text/html; charset=utf-8,829.418288ms,,ecbfd85
api/spec/swagger.json,https://querybuscas.com/api/api/spec/swagger.json,,135,404,1470,18,12,text/html; charset=utf-8,576.898586ms,,ecbfd87
api/status,https://querybuscas.com/api/api/status,,136,404,1459,18,12,text/html; charset=utf-8,695.548047ms,,ecbfd88
api/status.json,https://querybuscas.com/api/api/status.json,,137,404,1464,18,12,text/html; charset=utf-8,696.96426ms,,ecbfd89
api/stores,https://querybuscas.com/api/api/stores,,138,404,1459,18,12,text/html; charset=utf-8,729.542808ms,,ecbfd8a
api/subscriptions,https://querybuscas.com/api/api/subscriptions,,139,404,1466,18,12,text/html; charset=utf-8,825.2403ms,,ecbfd8b
api/swagger,https://querybuscas.com/api/api/swagger,,140,404,1460,18,12,text/html; charset=utf-8,519.189459ms,,ecbfd8c
api/swagger.yaml,https://querybuscas.com/api/api/swagger.yaml,,142,404,1465,18,12,text/html; charset=utf-8,1.106536042s,,ecbfd8e
api/swagger.json,https://querybuscas.com/api/api/swagger.json,,141,404,1465,18,12,text/html; charset=utf-8,1.298220781s,,ecbfd8d
api/swagger.yml,https://querybuscas.com/api/api/swagger.yml,,143,404,1464,18,12,text/html; charset=utf-8,667.684005ms,,ecbfd8f
api/swagger/index.html,https://querybuscas.com/api/api/swagger/index.html,,144,404,1471,18,12,text/html; charset=utf-8,680.067668ms,,ecbfd90
api/swagger/static/index.html,https://querybuscas.com/api/api/swagger/static/index.html,,145,404,1478,18,12,text/html; charset=utf-8,511.13613ms,,ecbfd91
api/swagger/ui/index,https://querybuscas.com/api/api/swagger/ui/index,,147,404,1469,18,12,text/html; charset=utf-8,742.687354ms,,ecbfd93
api/timelion/run,https://querybuscas.com/api/api/timelion/run,,148,404,1465,18,12,text/html; charset=utf-8,662.205059ms,,ecbfd94
api/token,https://querybuscas.com/api/api/token,,149,404,1458,18,12,text/html; charset=utf-8,1.086104567s,,ecbfd95
api/tracking,https://querybuscas.com/api/api/tracking,,150,404,1461,18,12,text/html; charset=utf-8,684.24784ms,,ecbfd96
api/user/admin,https://querybuscas.com/api/api/user/admin,,152,404,1463,18,12,text/html; charset=utf-8,683.287237ms,,ecbfd98
api/user,https://querybuscas.com/api/api/user,,151,404,1457,18,12,text/html; charset=utf-8,683.310277ms,,ecbfd97
api/user/login,https://querybuscas.com/api/api/user/login,,154,404,1463,18,12,text/html; charset=utf-8,696.086935ms,,ecbfd9a
api/user/current,https://querybuscas.com/api/api/user/current,,153,404,1465,18,12,text/html; charset=utf-8,696.217537ms,,ecbfd99
api/user/me,https://querybuscas.com/api/api/user/me,,155,404,1460,18,12,text/html; charset=utf-8,559.340756ms,,ecbfd9b
api/users,https://querybuscas.com/api/api/users,,156,404,1458,18,12,text/html; charset=utf-8,707.889569ms,,ecbfd9c
api/users/admin,https://querybuscas.com/api/api/users/admin,,157,404,1464,18,12,text/html; charset=utf-8,629.332083ms,,ecbfd9d
api/users/current,https://querybuscas.com/api/api/users/current,,158,404,1466,18,12,text/html; charset=utf-8,665.192579ms,,ecbfd9e
api/users/login,https://querybuscas.com/api/api/users/login,,159,404,1464,18,12,text/html; charset=utf-8,681.194595ms,,ecbfd9f
api/users/me,https://querybuscas.com/api/api/users/me,,160,404,1461,18,12,text/html; charset=utf-8,551.060502ms,,ecbfda0
api/v1/account/accounts,https://querybuscas.com/api/api/v1/account/accounts,,162,404,1472,18,12,text/html; charset=utf-8,728.506723ms,,ecbfda2
api/v1,https://querybuscas.com/api/api/v1,,161,404,1455,18,12,text/html; charset=utf-8,807.80578ms,,ecbfda1
api/v1/account/accounts/summaries,https://querybuscas.com/api/api/v1/account/accounts/summaries,,163,404,1482,18,12,text/html; charset=utf-8,744.40097ms,,ecbfda3
api/v1/account/oauth/ticket,https://querybuscas.com/api/api/v1/account/oauth/ticket,,164,404,1476,18,12,text/html; charset=utf-8,831.284714ms,,ecbfda4
api/v1/account/permissions,https://querybuscas.com/api/api/v1/account/permissions,,166,404,1475,18,12,text/html; charset=utf-8,545.608428ms,,ecbfda6
api/v1/account/oauth/token,https://querybuscas.com/api/api/v1/account/oauth/token,,165,404,1475,18,12,text/html; charset=utf-8,605.203958ms,,ecbfda5
api/v1/account/user,https://querybuscas.com/api/api/v1/account/user,,167,404,1468,18,12,text/html; charset=utf-8,709.679039ms,,ecbfda7
api/v1/account/user/assets,https://querybuscas.com/api/api/v1/account/user/assets,,168,404,1475,18,12,text/html; charset=utf-8,1.213555768s,,ecbfda8
api/v1/account/user/delete,https://querybuscas.com/api/api/v1/account/user/delete,,169,404,1475,18,12,text/html; charset=utf-8,507.14575ms,,ecbfda9
api/v1/account/user/profile,https://querybuscas.com/api/api/v1/account/user/profile,,170,404,1476,18,12,text/html; charset=utf-8,691.073052ms,,ecbfdaa
api/v1/account/user/register,https://querybuscas.com/api/api/v1/account/user/register,,171,404,1477,18,12,text/html; charset=utf-8,690.448688ms,,ecbfdab
api/v1/account/user/resend-verification,https://querybuscas.com/api/api/v1/account/user/resend-verification,,172,404,1488,18,12,text/html; charset=utf-8,728.770791ms,,ecbfdac
api/v1/account/user/verify,https://querybuscas.com/api/api/v1/account/user/verify,,173,404,1475,18,12,text/html; charset=utf-8,686.987892ms,,ecbfdad
api/v1/account/userAccountAssignments,https://querybuscas.com/api/api/v1/account/userAccountAssignments,,174,404,1486,18,12,text/html; charset=utf-8,722.072372ms,,ecbfdae
api/v1/account/userPreferences,https://querybuscas.com/api/api/v1/account/userPreferences,,175,404,1479,18,12,text/html; charset=utf-8,722.204654ms,,ecbfdaf
api/v1/account/users,https://querybuscas.com/api/api/v1/account/users,,176,404,1469,18,12,text/html; charset=utf-8,701.590909ms,,ecbfdb0
api/v1/account/users/password,https://querybuscas.com/api/api/v1/account/users/password,,177,404,1478,18,12,text/html; charset=utf-8,701.064305ms,,ecbfdb1
api/v1/analytics/events,https://querybuscas.com/api/api/v1/analytics/events,,179,404,1472,18,12,text/html; charset=utf-8,594.529053ms,,ecbfdb3
api/v1/account/users/summaries,https://querybuscas.com/api/api/v1/account/users/summaries,,178,404,1479,18,12,text/html; charset=utf-8,909.624425ms,,ecbfdb2
api/v1/articles.json,https://querybuscas.com/api/api/v1/articles.json,,180,404,1469,18,12,text/html; charset=utf-8,722.521173ms,,ecbfdb4
api/v1/asset/asset,https://querybuscas.com/api/api/v1/asset/asset,,181,404,1467,18,12,text/html; charset=utf-8,722.603004ms,,ecbfdb5
api/v1/asset/assets,https://querybuscas.com/api/api/v1/asset/assets,,182,404,1468,18,12,text/html; charset=utf-8,819.549482ms,,ecbfdb6
api/v1/auth,https://querybuscas.com/api/api/v1/auth,,183,404,1460,18,12,text/html; charset=utf-8,846.824004ms,,ecbfdb7
api/v1/billing,https://querybuscas.com/api/api/v1/billing,,184,404,1463,18,12,text/html; charset=utf-8,513.678569ms,,ecbfdb8
api/v1/branding.json,https://querybuscas.com/api/api/v1/branding.json,,185,404,1469,18,12,text/html; charset=utf-8,922.317078ms,,ecbfdb9
api/v1/catalog/filters,https://querybuscas.com/api/api/v1/catalog/filters,,186,404,1471,18,12,text/html; charset=utf-8,669.896081ms,,ecbfdba
api/v1/catalog/products,https://querybuscas.com/api/api/v1/catalog/products,,187,404,1472,18,12,text/html; charset=utf-8,977.276755ms,,ecbfdbb
api/v1/category,https://querybuscas.com/api/api/v1/category,,188,404,1464,18,12,text/html; charset=utf-8,723.559383ms,,ecbfdbc
api/v1/chat,https://querybuscas.com/api/api/v1/chat,,189,404,1460,18,12,text/html; charset=utf-8,490.274341ms,,ecbfdbd
api/v1/chat/completions,https://querybuscas.com/api/api/v1/chat/completions,,190,404,1472,18,12,text/html; charset=utf-8,984.789553ms,,ecbfdbe
api/v1/common/accounts,https://querybuscas.com/api/api/v1/common/accounts,,191,404,1471,18,12,text/html; charset=utf-8,677.950316ms,,ecbfdbf
api/v1/common/connections,https://querybuscas.com/api/api/v1/common/connections,,192,404,1474,18,12,text/html; charset=utf-8,866.3794ms,,ecbfdc0
api/v1/common/notifications,https://querybuscas.com/api/api/v1/common/notifications,,193,404,1476,18,12,text/html; charset=utf-8,519.859141ms,,ecbfdc1
api/v1/common/preferences,https://querybuscas.com/api/api/v1/common/preferences,,194,404,1474,18,12,text/html; charset=utf-8,886.447668ms,,ecbfdc2
api/v1/common/users/password,https://querybuscas.com/api/api/v1/common/users/password,,195,404,1477,18,12,text/html; charset=utf-8,749.046995ms,,ecbfdc3
api/v1/contents,https://querybuscas.com/api/api/v1/contents,,197,404,1464,18,12,text/html; charset=utf-8,674.56151ms,,ecbfdc5
api/v1/consents,https://querybuscas.com/api/api/v1/consents,,196,404,1464,18,12,text/html; charset=utf-8,1.015883367s,,ecbfdc4
api/v1/countries,https://querybuscas.com/api/api/v1/countries,,198,404,1465,18,12,text/html; charset=utf-8,767.322146ms,,ecbfdc6
api/v1/delta/deviceCatalog/devices,https://querybuscas.com/api/api/v1/delta/deviceCatalog/devices,,200,404,1483,18,12,text/html; charset=utf-8,595.50429ms,,ecbfdc8
api/v1/delta/deviceCatalog/deviceTypes,https://querybuscas.com/api/api/v1/delta/deviceCatalog/deviceTypes,,199,404,1487,18,12,text/html; charset=utf-8,733.880415ms,,ecbfdc7
api/v1/delta/deviceCatalog/manufacturers,https://querybuscas.com/api/api/v1/delta/deviceCatalog/manufacturers,,201,404,1489,18,12,text/html; charset=utf-8,575.236895ms,,ecbfdc9
api/v1/delta/monitoring/accounts/,https://querybuscas.com/api/api/v1/delta/monitoring/accounts/,,202,404,1482,18,12,text/html; charset=utf-8,655.474889ms,,ecbfdca
api/v1/delta/order,https://querybuscas.com/api/api/v1/delta/order,,203,404,1467,18,12,text/html; charset=utf-8,731.588191ms,,ecbfdcb
api/v1/delta/userAssets,https://querybuscas.com/api/api/v1/delta/userAssets,,204,404,1472,18,12,text/html; charset=utf-8,743.392823ms,,ecbfdcc
api/v1/dsync/nexstar,https://querybuscas.com/api/api/v1/dsync/nexstar,,205,404,1469,18,12,text/html; charset=utf-8,1.401888636s,,ecbfdcd
api/v1/event,https://querybuscas.com/api/api/v1/event,,206,404,1461,18,12,text/html; charset=utf-8,677.200279ms,,ecbfdce
api/v1/events,https://querybuscas.com/api/api/v1/events,,207,404,1462,18,12,text/html; charset=utf-8,627.126676ms,,ecbfdcf
api/v1/filters,https://querybuscas.com/api/api/v1/filters,,208,404,1463,18,12,text/html; charset=utf-8,632.458744ms,,ecbfdd0
api/v1/geoip,https://querybuscas.com/api/api/v1/geoip,,209,404,1461,18,12,text/html; charset=utf-8,492.356952ms,,ecbfdd1
api/v1/graphql,https://querybuscas.com/api/api/v1/graphql,,210,404,1463,18,12,text/html; charset=utf-8,564.346721ms,,ecbfdd2
api/v1/guides,https://querybuscas.com/api/api/v1/guides,,211,404,1462,18,12,text/html; charset=utf-8,565.968024ms,,ecbfdd3
api/v1/health,https://querybuscas.com/api/api/v1/health,,212,404,1462,18,12,text/html; charset=utf-8,691.52114ms,,ecbfdd4
api/v1/languages,https://querybuscas.com/api/api/v1/languages,,214,404,1465,18,12,text/html; charset=utf-8,705.301843ms,,ecbfdd6
api/v1/history/history,https://querybuscas.com/api/api/v1/history/history,,213,404,1471,18,12,text/html; charset=utf-8,913.991496ms,,ecbfdd5
api/v1/map,https://querybuscas.com/api/api/v1/map,,216,404,1459,18,12,text/html; charset=utf-8,705.326407ms,,ecbfdd8
