bucket_scan_2.txt:s3,focus-lms,use1,404
bucket_scan_2.txt:s3,focus-media,use1,404
bucket_scan_2.txt:s3,focus-pdf,use1,404
bucket_scan_2.txt:s3,focus-prod,use1,301
bucket_scan_2.txt:s3,focus-static,use1,404
bucket_scan_2.txt:s3,focusbackup,use1,400
bucket_scan_2.txt:s3,focusconcursos,use1,404
bucket_scan_2.txt:s3,focusdata,use1,404
bucket_scan_2.txt:s3,focuslibrary,sa-east-1,404
bucket_scan_2.txt:s3,focuslibrary,us-east-1,404
bucket_scan_2.txt:s3,focusprod,use1,301
bucket_scan_2.txt:s3,focusuploads,use1,404
bucket_scan_2.txt:s3,grupofocus,use1,404
bucket_scan_2.txt:s3,imagens.grupofocus.com.br,use1,404
bucket_scan_2.txt:s3,s3.grupofocus.com.br.v2,use1,404
bucket_scan_2.txt:s3,videos.grupofocus.com.br,use1,404
bucket_scan_3.txt:azure,focus,core.windows.net,400
bucket_scan_3.txt:azure,focusbackups,core.windows.net,400
bucket_scan_3.txt:azure,focusconcursos,core.windows.net,000
bucket_scan_3.txt:azure,focusconcursos-prod,core.windows.net,000
bucket_scan_3.txt:azure,focusconcursos-static,core.windows.net,000
bucket_scan_3.txt:azure,focusdata,core.windows.net,400
bucket_scan_3.txt:azure,focusprod,core.windows.net,400
bucket_scan_3.txt:azure,focusuploads,core.windows.net,400
bucket_scan_3.txt:azure,grupofocus,core.windows.net,000
bucket_scan_3.txt:b2,fc-static,backblazeb2,403
bucket_scan_3.txt:b2,focus,backblazeb2,403
bucket_scan_3.txt:b2,focus-library,backblazeb2,403
bucket_scan_3.txt:do,fc-static,fra1,services.com,404
bucket_scan_3.txt:do,fc-static,nyc3,services.com,404
bucket_scan_3.txt:do,fc-static,sfo3,services.com,404
bucket_scan_3.txt:do,focus,fra1,services.com,403
bucket_scan_3.txt:do,focus,nyc3,services.com,404
bucket_scan_3.txt:do,focus,sfo3,services.com,404
bucket_scan_3.txt:do,focus-library,fra1,services.com,404
bucket_scan_3.txt:do,focus-library,nyc3,services.com,404
bucket_scan_3.txt:do,focus-library,sfo3,services.com,404
bucket_scan_3.txt:gcs,fc-backup,storage.googleapis.com,403
bucket_scan_3.txt:gcs,fc-static,storage.googleapis.com,403
bucket_scan_3.txt:gcs,focus,storage.googleapis.com,403
bucket_scan_3.txt:gcs,focus-assets,storage.googleapis.com,403
bucket_scan_3.txt:gcs,focus-library,storage.googleapis.com,403
bucket_scan_3.txt:gcs,focus-prod,storage.googleapis.com,403
bucket_scan_3.txt:gcs,focusconcursos,storage.googleapis.com,404
bucket_scan_3.txt:gcs,grupofocus,storage.googleapis.com,404
bucket_scan_3.txt:gcs,s3,storage.googleapis.com,400
bucket_scan_3.txt:gcs,static,storage.googleapis.com,403
