FUZZ,url,redirectlocation,position,status_code,content_length,content_words,content_lines,content_type,duration,resultfile,Ffufhash
.well-known/ssf-configuration,https://api.querybuscas.com/pages/.well-known/ssf-configuration,,90,404,9,2,1,text/html; charset=utf-8,605.921389ms,,f54fa5a
.well-known/humans.txt,https://api.querybuscas.com/pages/.well-known/humans.txt,,91,404,9,2,1,text/html; charset=utf-8,729.567657ms,,f54fa5b
.well-known/stun-key,https://api.querybuscas.com/pages/.well-known/stun-key,,92,404,9,2,1,text/html; charset=utf-8,637.957534ms,,f54fa5c
.well-known/thread,https://api.querybuscas.com/pages/.well-known/thread,,93,404,9,2,1,text/html; charset=utf-8,591.544847ms,,f54fa5d
.well-known/timezone,https://api.querybuscas.com/pages/.well-known/timezone,,95,429,17,3,2,text/plain; charset=UTF-8,322.601848ms,,f54fa5f
.well-known/time,https://api.querybuscas.com/pages/.well-known/time,,94,404,9,2,1,text/html; charset=utf-8,587.59585ms,,f54fa5e
.well-known/void,https://api.querybuscas.com/pages/.well-known/void,,97,429,17,3,2,text/plain; charset=UTF-8,370.73225ms,,f54fa61
.well-known/uma2-configuration,https://api.querybuscas.com/pages/.well-known/uma2-configuration,,96,429,17,3,2,text/plain; charset=UTF-8,395.593958ms,,f54fa60
.well-known/webfinger,https://api.querybuscas.com/pages/.well-known/webfinger,,98,429,17,3,2,text/plain; charset=UTF-8,322.773076ms,,f54fa62
00,https://api.querybuscas.com/pages/00,,100,429,17,3,2,text/plain; charset=UTF-8,342.786882ms,,f54fa64
0,https://api.querybuscas.com/pages/0,,99,429,17,3,2,text/plain; charset=UTF-8,523.076085ms,,f54fa63
01,https://api.querybuscas.com/pages/01,,101,429,17,3,2,text/plain; charset=UTF-8,379.514179ms,,f54fa65
02,https://api.querybuscas.com/pages/02,,102,429,17,3,2,text/plain; charset=UTF-8,447.487293ms,,f54fa66
03,https://api.querybuscas.com/pages/03,,103,429,17,3,2,text/plain; charset=UTF-8,345.62159ms,,f54fa67
04,https://api.querybuscas.com/pages/04,,104,429,17,3,2,text/plain; charset=UTF-8,345.685031ms,,f54fa68
05,https://api.querybuscas.com/pages/05,,105,429,17,3,2,text/plain; charset=UTF-8,462.897076ms,,f54fa69
06,https://api.querybuscas.com/pages/06,,106,429,17,3,2,text/plain; charset=UTF-8,395.459936ms,,f54fa6a
07,https://api.querybuscas.com/pages/07,,107,429,17,3,2,text/plain; charset=UTF-8,327.986649ms,,f54fa6b
08,https://api.querybuscas.com/pages/08,,108,429,17,3,2,text/plain; charset=UTF-8,368.636149ms,,f54fa6c
09,https://api.querybuscas.com/pages/09,,109,429,17,3,2,text/plain; charset=UTF-8,339.569309ms,,f54fa6d
1,https://api.querybuscas.com/pages/1,,110,429,17,3,2,text/plain; charset=UTF-8,383.993625ms,,f54fa6e
100,https://api.querybuscas.com/pages/100,,112,429,17,3,2,text/plain; charset=UTF-8,499.196778ms,,f54fa70
1000,https://api.querybuscas.com/pages/1000,,113,429,17,3,2,text/plain; charset=UTF-8,374.442767ms,,f54fa71
10,https://api.querybuscas.com/pages/10,,111,429,17,3,2,text/plain; charset=UTF-8,540.362938ms,,f54fa6f
1001,https://api.querybuscas.com/pages/1001,,114,429,17,3,2,text/plain; charset=UTF-8,341.320649ms,,f54fa72
101,https://api.querybuscas.com/pages/101,,115,429,17,3,2,text/plain; charset=UTF-8,313.443563ms,,f54fa73
102,https://api.querybuscas.com/pages/102,,116,429,17,3,2,text/plain; charset=UTF-8,337.581016ms,,f54fa74
103,https://api.querybuscas.com/pages/103,,117,429,17,3,2,text/plain; charset=UTF-8,337.876018ms,,f54fa75
11,https://api.querybuscas.com/pages/11,,118,429,17,3,2,text/plain; charset=UTF-8,353.771173ms,,f54fa76
12,https://api.querybuscas.com/pages/12,,119,429,17,3,2,text/plain; charset=UTF-8,394.178357ms,,f54fa77
123,https://api.querybuscas.com/pages/123,,120,429,17,3,2,text/plain; charset=UTF-8,430.215252ms,,f54fa78
13,https://api.querybuscas.com/pages/13,,121,429,17,3,2,text/plain; charset=UTF-8,430.581158ms,,f54fa79
14,https://api.querybuscas.com/pages/14,,122,429,17,3,2,text/plain; charset=UTF-8,461.730572ms,,f54fa7a
15,https://api.querybuscas.com/pages/15,,123,429,17,3,2,text/plain; charset=UTF-8,445.328833ms,,f54fa7b
1990,https://api.querybuscas.com/pages/1990,,124,429,17,3,2,text/plain; charset=UTF-8,385.003289ms,,f54fa7c
1991,https://api.querybuscas.com/pages/1991,,125,429,17,3,2,text/plain; charset=UTF-8,405.991514ms,,f54fa7d
1992,https://api.querybuscas.com/pages/1992,,126,429,17,3,2,text/plain; charset=UTF-8,349.451249ms,,f54fa7e
1993,https://api.querybuscas.com/pages/1993,,127,429,17,3,2,text/plain; charset=UTF-8,499.184328ms,,f54fa7f
1994,https://api.querybuscas.com/pages/1994,,128,429,17,3,2,text/plain; charset=UTF-8,655.531768ms,,f54fa80
1995,https://api.querybuscas.com/pages/1995,,129,429,17,3,2,text/plain; charset=UTF-8,643.305491ms,,f54fa81
1996,https://api.querybuscas.com/pages/1996,,130,429,17,3,2,text/plain; charset=UTF-8,818.338129ms,,f54fa82
1999,https://api.querybuscas.com/pages/1999,,133,429,17,3,2,text/plain; charset=UTF-8,399.503093ms,,f54fa85
1998,https://api.querybuscas.com/pages/1998,,132,429,17,3,2,text/plain; charset=UTF-8,408.94107ms,,f54fa84
1997,https://api.querybuscas.com/pages/1997,,131,429,17,3,2,text/plain; charset=UTF-8,565.558412ms,,f54fa83
1x1,https://api.querybuscas.com/pages/1x1,,134,429,17,3,2,text/plain; charset=UTF-8,350.316879ms,,f54fa86
20,https://api.querybuscas.com/pages/20,,136,429,17,3,2,text/plain; charset=UTF-8,351.266846ms,,f54fa88
200,https://api.querybuscas.com/pages/200,,137,429,17,3,2,text/plain; charset=UTF-8,351.600135ms,,f54fa89
2,https://api.querybuscas.com/pages/2,,135,429,17,3,2,text/plain; charset=UTF-8,352.162011ms,,f54fa87
2000,https://api.querybuscas.com/pages/2000,,138,429,17,3,2,text/plain; charset=UTF-8,558.561498ms,,f54fa8a
2001,https://api.querybuscas.com/pages/2001,,139,429,17,3,2,text/plain; charset=UTF-8,440.255987ms,,f54fa8b
2002,https://api.querybuscas.com/pages/2002,,140,429,17,3,2,text/plain; charset=UTF-8,444.499797ms,,f54fa8c
2003,https://api.querybuscas.com/pages/2003,,141,429,17,3,2,text/plain; charset=UTF-8,448.616511ms,,f54fa8d
2004,https://api.querybuscas.com/pages/2004,,142,429,17,3,2,text/plain; charset=UTF-8,328.736442ms,,f54fa8e
2005,https://api.querybuscas.com/pages/2005,,143,429,17,3,2,text/plain; charset=UTF-8,455.75563ms,,f54fa8f
2006,https://api.querybuscas.com/pages/2006,,144,429,17,3,2,text/plain; charset=UTF-8,482.026499ms,,f54fa90
2007,https://api.querybuscas.com/pages/2007,,145,429,17,3,2,text/plain; charset=UTF-8,478.137885ms,,f54fa91
2008,https://api.querybuscas.com/pages/2008,,146,429,17,3,2,text/plain; charset=UTF-8,400.202714ms,,f54fa92
2009,https://api.querybuscas.com/pages/2009,,147,429,17,3,2,text/plain; charset=UTF-8,484.918329ms,,f54fa93
2011,https://api.querybuscas.com/pages/2011,,149,429,17,3,2,text/plain; charset=UTF-8,462.052008ms,,f54fa95
2010,https://api.querybuscas.com/pages/2010,,148,429,17,3,2,text/plain; charset=UTF-8,462.506912ms,,f54fa94
2012,https://api.querybuscas.com/pages/2012,,150,429,17,3,2,text/plain; charset=UTF-8,500.291412ms,,f54fa96
2013,https://api.querybuscas.com/pages/2013,,151,429,17,3,2,text/plain; charset=UTF-8,320.655712ms,,f54fa97
2015,https://api.querybuscas.com/pages/2015,,153,429,17,3,2,text/plain; charset=UTF-8,662.643262ms,,f54fa99
2014,https://api.querybuscas.com/pages/2014,,152,429,17,3,2,text/plain; charset=UTF-8,658.827047ms,,f54fa98
2016,https://api.querybuscas.com/pages/2016,,154,429,17,3,2,text/plain; charset=UTF-8,505.553024ms,,f54fa9a
2017,https://api.querybuscas.com/pages/2017,,155,429,17,3,2,text/plain; charset=UTF-8,571.162262ms,,f54fa9b
2020,https://api.querybuscas.com/pages/2020,,158,429,17,3,2,text/plain; charset=UTF-8,371.611957ms,,f54fa9e
2019,https://api.querybuscas.com/pages/2019,,157,429,17,3,2,text/plain; charset=UTF-8,494.848248ms,,f54fa9d
2018,https://api.querybuscas.com/pages/2018,,156,429,17,3,2,text/plain; charset=UTF-8,537.276864ms,,f54fa9c
2021,https://api.querybuscas.com/pages/2021,,159,429,17,3,2,text/plain; charset=UTF-8,491.577214ms,,f54fa9f
21,https://api.querybuscas.com/pages/21,,161,429,17,3,2,text/plain; charset=UTF-8,321.186234ms,,f54faa1
2022,https://api.querybuscas.com/pages/2022,,160,429,17,3,2,text/plain; charset=UTF-8,342.707286ms,,f54faa0
2257,https://api.querybuscas.com/pages/2257,,163,429,17,3,2,text/plain; charset=UTF-8,342.679188ms,,f54faa3
22,https://api.querybuscas.com/pages/22,,162,429,17,3,2,text/plain; charset=UTF-8,689.420792ms,,f54faa2
23,https://api.querybuscas.com/pages/23,,164,429,17,3,2,text/plain; charset=UTF-8,410.846103ms,,f54faa4
24,https://api.querybuscas.com/pages/24,,165,429,17,3,2,text/plain; charset=UTF-8,434.407767ms,,f54faa5
25,https://api.querybuscas.com/pages/25,,166,429,17,3,2,text/plain; charset=UTF-8,483.583145ms,,f54faa6
3,https://api.querybuscas.com/pages/3,,168,429,17,3,2,text/plain; charset=UTF-8,445.095153ms,,f54faa8
2g,https://api.querybuscas.com/pages/2g,,167,429,17,3,2,text/plain; charset=UTF-8,445.262228ms,,f54faa7
30,https://api.querybuscas.com/pages/30,,169,429,17,3,2,text/plain; charset=UTF-8,538.105376ms,,f54faa9
300,https://api.querybuscas.com/pages/300,,170,429,17,3,2,text/plain; charset=UTF-8,510.607887ms,,f54faaa
32,https://api.querybuscas.com/pages/32,,171,429,17,3,2,text/plain; charset=UTF-8,378.33015ms,,f54faab
3g,https://api.querybuscas.com/pages/3g,,172,429,17,3,2,text/plain; charset=UTF-8,381.545327ms,,f54faac
3rdparty,https://api.querybuscas.com/pages/3rdparty,,173,429,17,3,2,text/plain; charset=UTF-8,513.72561ms,,f54faad
4,https://api.querybuscas.com/pages/4,,174,429,17,3,2,text/plain; charset=UTF-8,325.702435ms,,f54faae
401,https://api.querybuscas.com/pages/401,,176,429,17,3,2,text/plain; charset=UTF-8,467.618813ms,,f54fab0
400,https://api.querybuscas.com/pages/400,,175,429,17,3,2,text/plain; charset=UTF-8,471.429339ms,,f54faaf
404,https://api.querybuscas.com/pages/404,,178,429,17,3,2,text/plain; charset=UTF-8,420.538855ms,,f54fab2
403,https://api.querybuscas.com/pages/403,,177,429,17,3,2,text/plain; charset=UTF-8,571.089581ms,,f54fab1
42,https://api.querybuscas.com/pages/42,,179,429,17,3,2,text/plain; charset=UTF-8,695.210051ms,,f54fab3
4DWEBTEST,https://api.querybuscas.com/pages/4DWEBTEST,,180,429,17,3,2,text/plain; charset=UTF-8,695.509914ms,,f54fab4
4DSTATS,https://api.querybuscas.com/pages/4DSTATS,,181,429,17,3,2,text/plain; charset=UTF-8,601.964296ms,,f54fab5
4DHTMLSTATS,https://api.querybuscas.com/pages/4DHTMLSTATS,,182,429,17,3,2,text/plain; charset=UTF-8,705.254602ms,,f54fab6
5,https://api.querybuscas.com/pages/5,,183,429,17,3,2,text/plain; charset=UTF-8,471.793839ms,,f54fab7
50,https://api.querybuscas.com/pages/50,,184,429,17,3,2,text/plain; charset=UTF-8,471.592768ms,,f54fab8
500,https://api.querybuscas.com/pages/500,,185,404,2254,107,20,text/html; charset=UTF-8,788.908779ms,,f54fab9
51,https://api.querybuscas.com/pages/51,,186,404,2254,107,20,text/html; charset=UTF-8,674.872287ms,,f54faba
6,https://api.querybuscas.com/pages/6,,187,404,2254,107,20,text/html; charset=UTF-8,720.045563ms,,f54fabb
64,https://api.querybuscas.com/pages/64,,188,404,2254,107,20,text/html; charset=UTF-8,726.887897ms,,f54fabc
7,https://api.querybuscas.com/pages/7,,189,404,2254,107,20,text/html; charset=UTF-8,681.713816ms,,f54fabd
7z,https://api.querybuscas.com/pages/7z,,190,404,2254,107,20,text/html; charset=UTF-8,628.195158ms,,f54fabe
8,https://api.querybuscas.com/pages/8,,191,404,2254,107,20,text/html; charset=UTF-8,591.661955ms,,f54fabf
9,https://api.querybuscas.com/pages/9,,192,404,2254,107,20,text/html; charset=UTF-8,691.680778ms,,f54fac0
96,https://api.querybuscas.com/pages/96,,193,404,2254,107,20,text/html; charset=UTF-8,627.428437ms,,f54fac1
@,https://api.querybuscas.com/pages/@,,194,404,2254,107,20,text/html; charset=UTF-8,680.303749ms,,f54fac2
A,https://api.querybuscas.com/pages/A,,195,404,2254,107,20,text/html; charset=UTF-8,724.179303ms,,f54fac3
ADM,https://api.querybuscas.com/pages/ADM,,196,404,2254,107,20,text/html; charset=UTF-8,641.491455ms,,f54fac4
ADMIN,https://api.querybuscas.com/pages/ADMIN,/,197,302,23,4,1,text/plain; charset=utf-8,585.360673ms,,f54fac5
ADMON,https://api.querybuscas.com/pages/ADMON,,198,404,2254,107,20,text/html; charset=UTF-8,685.503581ms,,f54fac6
AT-admin.cgi,https://api.querybuscas.com/pages/AT-admin.cgi,,199,404,2254,107,20,text/html; charset=UTF-8,715.76842ms,,f54fac7
About,https://api.querybuscas.com/pages/About,,200,404,2254,107,20,text/html; charset=UTF-8,820.13288ms,,f54fac8
AboutUs,https://api.querybuscas.com/pages/AboutUs,,201,404,2254,107,20,text/html; charset=UTF-8,1.09630207s,,f54fac9
Admin,https://api.querybuscas.com/pages/Admin,/,202,302,23,4,1,text/plain; charset=utf-8,1.440805065s,,f54faca
AdminTools,https://api.querybuscas.com/pages/AdminTools,,204,404,2254,107,20,text/html; charset=UTF-8,1.148175345s,,f54facc
AdminService,https://api.querybuscas.com/pages/AdminService,,203,404,2254,107,20,text/html; charset=UTF-8,1.309965988s,,f54facb
Administration,https://api.querybuscas.com/pages/Administration,,205,404,2254,107,20,text/html; charset=UTF-8,599.615827ms,,f54facd
AggreSpy,https://api.querybuscas.com/pages/AggreSpy,,206,404,2254,107,20,text/html; charset=UTF-8,665.016633ms,,f54face
AppsLogin,https://api.querybuscas.com/pages/AppsLogin,,208,404,2254,107,20,text/html; charset=UTF-8,819.984213ms,,f54fad0
AppsLocalLogin,https://api.querybuscas.com/pages/AppsLocalLogin,,207,404,2254,107,20,text/html; charset=UTF-8,867.878176ms,,f54facf
Archive,https://api.querybuscas.com/pages/Archive,,209,404,2254,107,20,text/html; charset=UTF-8,937.858376ms,,f54fad1
Articles,https://api.querybuscas.com/pages/Articles,,210,404,2254,107,20,text/html; charset=UTF-8,724.844986ms,,f54fad2
B,https://api.querybuscas.com/pages/B,,211,404,2254,107,20,text/html; charset=UTF-8,715.312697ms,,f54fad3
BUILD,https://api.querybuscas.com/pages/BUILD,,212,404,2254,107,20,text/html; charset=UTF-8,816.920864ms,,f54fad4
BackOffice,https://api.querybuscas.com/pages/BackOffice,,213,404,2254,107,20,text/html; charset=UTF-8,895.648768ms,,f54fad5
Base,https://api.querybuscas.com/pages/Base,,214,404,2254,107,20,text/html; charset=UTF-8,637.984277ms,,f54fad6
Blog,https://api.querybuscas.com/pages/Blog,,215,404,2254,107,20,text/html; charset=UTF-8,622.770176ms,,f54fad7
